record_id,city,country,date,population_millions,industrialization_index,forest_cover_percent,urbanization_rate_percent,gdp_per_capita_usd,renewable_energy_percent,vehicle_density_per_1000,green_space_area_km2,pm2_5,pm10,no2,so2,co,o3,aqi
AQI2560,buenos aires,Argentina,2024-01-10,15.51,40.7,16.2,89.5,,24.9,419.3,1.0,49.5,84.6,25.2,6.6,1.71,44.2,76.5
AQI1539,Mexico City,Mexico,2024-02-08,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,56.9,90.2,24.5,16.4,1.99,32.7,81.0
AQI2434,Hong Kong,China,2024-02-03,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,36.4,62.8,26.4,7.9,1.84,31.4,61.0
AQI2595,Buenos Aires,Argentina,2024-02-14,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,57.2,87.6,23.4,8.6,1.72,46.0,82.2
AQI2551,Buenos Aires,Argentina,2024-01-01,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,52.7,81.1,22.6,6.1,1.55,47.2,75.3
AQI2304,Sydney,Australia,2024-01-04,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,19.7,31.8,16.4,1.0,1.33,46.9,36.3
AQI1419,Cairo,Egypt,2024-01-19,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,74.1,117.6,23.9,14.6,2.19,,107.8
AQI2844,Ho Chi Minh City,Vietnam,2024-02-13,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,58.1,97.7,31.1,14.4,2.48,28.0,88.6
AQI2701,Tehran,Iran,2024-01-01,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,63.4,103.2,28.8,12.8,2.21,58.7,95.9
AQI2278,Toronto,Canada,2024-01-28,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,25.7,38.0,16.7,6.0,1.21,45.6,43.8
AQI1852,Istanbul,Turkey,2024-01-02,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,59.2,88.0,31.1,11.9,2.43,61.1,84.3
AQI2863,Warsaw,Poland,2024-01-13,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,42.0,64.3,12.6,9.5,1.53,35.5,60.9
AQI2808,Ho Chi Minh City,Vietnam,2024-01-08,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,53.5,90.5,23.3,19.9,2.11,40.6,73.9
AQI2687,Riyadh,Saudi Arabia,2024-02-06,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,67.2,110.3,32.8,19.6,2.8,46.7,108.1
AQI2759,Kuala Lumpur,Malaysia,2024-01-09,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,50.2,75.5,27.4,14.5,2.31,36.1,82.4
AQI2296,Toronto,Canada,2024-02-15,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,39.4,59.2,5.2,2.8,1.26,31.0,51.5
AQI2726,TEHRAN,Iran,2024-01-26,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,74.5,116.3,29.6,15.3,2.1,54.9,110.9
AQI2792,  Kuala Lumpur  ,Malaysia,2024-02-11,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,47.0,76.2,20.0,13.6,1.75,41.1,66.8
AQI1305,Jakarta,Indonesia,2024-01-05,10.45,57.5,,89.5,4903.0,18.6,401.2,15.7,24.5,48.5,22.0,13.0,1.93,38.4,38.2
AQI2848,Ho Chi Minh City,Vietnam,2024-02-17,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,81.1,130.5,21.6,12.1,2.23,18.0,111.2
AQI1336,Jakarta,Indonesia,2024-02-05,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,48.8,74.8,27.8,18.9,2.46,19.5,79.4
AQI1996,Seoul,South Korea,2024-02-15,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,41.9,67.1,30.5,13.4,2.38,35.8,67.1
AQI1570,Los Angeles,USA,2024-01-20,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,34.1,58.4,19.9,14.6,1.17,46.7,53.1
AQI1089,Mumbai,India,2024-02-08,12.56,63.8,21.6,97.3,3190.0,17.5,511.8,4.8,67.9,106.1,28.1,12.2,2.67,37.5,91.8
AQI1875,Istanbul,Turkey,2024-01-25,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,61.6,100.4,26.3,15.0,,47.4,95.5
AQI2987,Wellington,New Zealand,2024-02-06,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,30.5,52.0,5.0,6.7,1.46,32.9,43.3
AQI2720,Tehran,Iran,2024-01-20,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,58.0,90.5,33.1,22.5,2.18,51.2,87.7
AQI1713,Moscow,Russia,2024-01-13,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,42.7,69.5,22.3,11.3,1.69,33.4,62.2
AQI2743,Tehran,Iran,2024-02-12,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,76.7,130.9,28.3,15.8,2.22,21.7,107.6
AQI2846,Ho Chi Minh City,Vietnam,2024-02-15,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,53.7,86.8,20.6,12.2,2.2,38.5,85.3
AQI2378,Singapore,Singapore,2024-01-28,5.42,54.4,23.4,100.0,72404.0,66.4,373.3,13.3,41.4,67.0,26.4,12.8,1.92,,63.9
AQI1222,Lahore,Pakistan,2024-01-22,11.05,73.1,13.5,85.4,1687.0,22.3,511.7,11.1,71.0,108.6,37.0,16.9,1.72,42.3,106.1
AQI1320,Jakarta,Indonesia,2024-01-20,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,56.2,100.4,34.0,14.1,1.82,24.2,87.7
AQI2752,Kuala Lumpur,Malaysia,2024-01-02,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,31.2,48.6,28.1,11.3,2.42,36.8,46.7
AQI1879,Istanbul,Turkey,2024-01-29,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,61.8,107.7,31.8,15.8,1.76,44.5,87.6
AQI2798,KUALA LUMPUR,Malaysia,2024-02-17,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,45.1,75.1,21.6,12.8,2.11,34.0,69.6
AQI1826,Manila,Philippines,2024-01-26,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,60.7,104.7,32.7,15.0,1.91,44.4,81.9
AQI2980,Wellington,New Zealand,2024-01-30,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,37.8,50.9,6.3,6.1,0.35,19.2,44.8
AQI2464,Nairobi,Kenya,2024-01-14,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,51.8,74.9,24.5,12.7,1.78,36.7,79.7
AQI1139,Beijing,China,2024-02-08,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,85.5,124.5,40.7,20.9,2.52,33.9,129.8
AQI1164,Shanghai,China,2024-01-14,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,65.2,99.7,35.8,12.7,2.52,26.2,89.9
AQI2778,KUALA LUMPUR,Malaysia,2024-01-28,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,38.9,62.5,29.3,7.0,2.25,17.1,71.8
AQI2447,Hong Kong,China,2024-02-16,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,44.6,86.8,26.9,3.2,1.77,34.1,69.7
AQI1961,Seoul,South Korea,2024-01-11,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,52.4,83.6,23.7,12.3,2.04,28.4,69.6
AQI2437,Hong Kong,China,2024-02-06,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,38.9,64.2,23.9,9.2,1.7,25.4,54.9
AQI2239,Rome,Italy,2024-02-08,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,39.6,58.2,19.2,3.1,1.75,36.0,49.2
AQI2937,Stockholm,Sweden,2024-02-06,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,15.0,33.0,17.8,2.6,1.42,36.3,25.7
AQI2925,Stockholm,Sweden,2024-01-25,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,27.7,39.8,12.6,1.6,1.01,40.5,28.5
AQI2297,Toronto,CANADA,2024-02-16,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,40.4,65.3,10.4,6.2,1.2,10.5,57.4
AQI2801,Ho Chi Minh City,Vietnam,2024-01-01,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,45.1,71.1,21.9,16.3,1.85,33.1,75.8
AQI1634,New York,USA,2024-02-03,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,33.1,54.3,20.4,7.3,1.83,24.2,61.9
AQI2569,Buenos Aires,Argentina,2024-01-19,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,53.8,85.2,23.1,10.7,1.41,38.0,77.5
AQI1656,Sao Paulo,Brazil,2024-01-06,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,55.5,89.6,26.2,8.4,1.71,40.3,83.3
AQI1017,Delhi,India,2024-01-17,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,77.5,118.5,48.1,16.9,3.12,56.9,112.0
AQI2627,Santiago,Chile,2024-01-27,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,62.0,98.9,23.8,14.1,2.15,34.9,90.7
AQI2960,Wellington,New Zealand,2024-01-10,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,7.2,8.4,6.1,5.3,0.8,43.7,18.0
AQI1138,Beijing,China,2024-02-07,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,83.2,133.0,36.2,27.5,3.08,34.5,122.5
AQI2222,rome,Italy,2024-01-22,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,33.1,41.2,17.4,9.8,1.59,41.4,48.0
AQI1698,Sao Paulo,Brazil,2024-02-17,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,57.9,91.9,31.3,9.4,2.13,40.8,101.2
AQI2098,Paris,France,2024-02-17,11.3,34.0,21.1,93.6,47249.0,52.6,349.0,10.9,37.5,52.8,14.9,1.0,1.65,57.4,55.6
AQI2612,Santiago,Chile,2024-01-12,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,58.8,95.8,27.3,11.7,2.09,40.1,79.0
AQI1449,Cairo,EGYPT,2024-02-18,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,85.8,140.0,39.3,13.7,2.81,54.1,128.1
AQI2891,Warsaw,Poland,2024-02-10,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,56.7,96.2,18.4,14.0,1.39,33.6,65.1
AQI1328,Jakarta,Indonesia,2024-01-28,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,55.0,85.1,24.8,15.9,1.94,43.1,84.1
AQI1318,Jakarta,Indonesia,2024-01-18,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,35.8,61.4,23.4,15.8,2.2,15.3,55.3
AQI2534,Johannesburg,South Africa,2024-02-03,,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,63.1,86.9,25.0,11.3,1.93,48.4,89.0
AQI1527,Mexico City,Mexico,2024-01-27,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,65.6,101.9,27.6,12.3,1.68,39.4,83.2
AQI1088,Mumbai,India,2024-02-07,12.56,63.8,,97.3,3190.0,17.5,511.8,4.8,64.9,97.8,32.5,17.3,2.75,19.8,102.9
AQI2660,Riyadh,Saudi Arabia,2024-01-10,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,74.6,118.7,31.1,17.8,2.09,35.9,116.4
AQI1149,Beijing,China,2024-02-18,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,92.3,130.6,47.7,17.7,2.71,25.5,122.6
AQI2619,Santiago,Chile,2024-01-19,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,55.8,82.4,34.4,15.0,1.7,46.6,74.6
AQI2324,Sydney,Australia,2024-01-24,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,35.9,58.2,21.5,5.4,1.18,18.9,54.3
AQI2459,Nairobi,Kenya,2024-01-09,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,58.9,87.9,19.8,10.3,1.89,31.2,86.6
AQI1366,Karachi,Pakistan,2024-01-16,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,83.4,137.6,41.4,20.4,3.08,41.2,119.3
AQI1590,Los Angeles,USA,2024-02-09,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,24.7,25.1,27.6,9.6,2.1,19.9,44.7
AQI2509,Johannesburg,South Africa,2024-01-09,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,62.2,95.5,20.7,12.5,1.58,44.0,83.1
AQI1199,Shanghai,China,2024-02-18,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,85.9,140.5,39.9,21.0,2.44,27.7,118.0
AQI2892,Warsaw,Poland,2024-02-11,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,56.6,86.7,28.4,12.9,2.03,26.5,87.5
AQI1193,Shanghai,China,2024-02-12,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,67.2,113.7,34.2,23.2,2.76,31.2,113.0
AQI1405,Cairo,Egypt,2024-01-05,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,67.1,104.9,30.6,18.2,1.86,46.4,94.9
AQI2680,Riyadh,Saudi Arabia,2024-01-30,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,77.8,117.8,45.1,14.1,2.59,43.8,107.6
AQI2981,Wellington,New Zealand,2024-01-31,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,24.2,48.2,9.8,1.0,1.01,40.0,40.2
AQI1484,Lagos,Nigeria,2024-02-03,14.99,59.0,26.1,84.5,3314.0,23.4,475.8,8.3,77.6,125.1,36.5,15.8,1.88,32.0,110.6
AQI2458,Nairobi,Kenya,2024-01-08,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,47.2,73.6,18.7,10.7,1.58,44.0,69.7
AQI1792,Bangkok,Thailand,2024-02-11,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,50.7,85.2,35.3,10.2,2.82,60.4,82.7
AQI1800,Bangkok,Thailand,2024-02-19,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,77.2,119.0,28.7,14.0,2.06,13.3,104.8
AQI1385,Karachi,Pakistan,2024-02-04,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,73.0,115.9,37.1,18.7,2.72,29.6,101.8
AQI1751,Bangkok,Thailand,2024-01-01,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,58.3,90.0,28.8,13.5,2.15,52.2,90.8
AQI1423,Cairo,Egypt,2024-01-23,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,74.0,121.1,30.9,17.3,1.57,32.3,106.4
AQI1315,JAKARTA,Indonesia,2024-01-15,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,34.0,56.6,33.5,12.6,1.28,34.5,58.3
AQI2022,London,UK,2024-01-22,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,50.0,74.4,26.4,7.5,1.12,41.8,70.2
AQI1544,Mexico City,MEXICO,2024-02-13,22.38,57.0,35.7,88.2,11525.0,14.1,6224.996065509048,3.1,67.5,112.1,34.4,12.2,1.64,30.7,101.8
AQI1914,Tokyo,JAPAN,2024-01-14,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,28.4,46.0,24.7,1.2,1.63,33.9,49.3
AQI1663,Sao Paulo,Brazil,2024-01-13,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,47.8,69.9,24.2,11.7,2.48,31.1,70.9
AQI1903,Tokyo,Japan,2024-01-03,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,21.7,31.9,29.2,4.0,1.88,26.9,40.5
AQI2546,Johannesburg,South Africa,2024-02-15,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,70.2,120.0,21.9,11.6,1.91,53.7,101.9
AQI1686,Sao Paulo,Brazil,2024-02-05,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,41.4,67.9,24.4,9.8,2.55,41.9,67.5
AQI2674,Riyadh,Saudi Arabia,2024-01-24,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,70.0,115.8,36.4,18.6,2.57,64.9,114.8
AQI1160,Shanghai,China,2024-01-10,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,64.7,97.0,30.0,22.5,2.3,26.2,83.5
AQI2000,Seoul,South Korea,2024-02-19,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,63.2,98.8,17.0,16.3,1.75,28.0,85.6
AQI2298,Toronto,Canada,2024-02-17,2.62,28.2,28.8,91.2,,59.3,277.0,22.5,34.5,55.3,19.0,2.0,1.24,20.0,52.2
AQI2774,Kuala Lumpur,Malaysia,2024-01-24,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,36.5,57.3,29.8,9.2,1.84,36.8,63.7
AQI1203,Lahore,Pakistan,2024-01-03,,73.1,13.5,85.4,1687.0,22.3,511.7,11.1,73.0,106.3,40.3,21.3,2.98,44.7,108.0
AQI2024,London,UK,2024-01-24,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,34.1,72.3,23.8,13.5,2.08,37.8,61.3
AQI2530,Johannesburg,South Africa,2024-01-30,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,67.5,113.0,25.1,,1.72,17.4,95.1
AQI2901,Stockholm,Sweden,2024-01-01,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,3.0,5.0,26.6,2.2,1.32,17.3,10.0
AQI1113,Beijing,China,2024-01-13,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,86.5,133.0,41.0,21.6,3.26,38.7,131.3
AQI2804,Ho Chi Minh City,Vietnam,2024-01-04,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,44.0,65.4,22.7,10.5,2.16,28.9,53.3
AQI2404,Hong Kong,China,2024-01-04,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,24.8,33.1,26.5,8.5,1.37,37.6,34.8
AQI1981,Seoul,South Korea,2024-01-31,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,71.2,104.2,24.6,12.9,2.33,40.5,100.9
AQI1923,Tokyo,Japan,2024-01-23,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,24.4,40.2,22.6,6.6,2.08,39.6,37.9
AQI2482,Nairobi,Kenya,2024-02-01,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,56.6,97.3,18.1,,2.09,52.9,79.8
AQI2707,Tehran,Iran,2024-01-07,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,72.6,118.8,26.3,21.0,1.65,38.6,107.5
AQI2415,Hong Kong,China,2024-01-15,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,37.7,54.1,20.1,8.3,1.56,28.1,49.8
AQI2881,Warsaw,Poland,2024-01-31,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,53.7,93.8,25.7,11.9,1.89,41.8,84.5
AQI1816,Manila,Philippines,2024-01-16,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,49.6,70.4,20.0,17.9,2.02,65.7,69.6
AQI2767,Kuala Lumpur,Malaysia,2024-01-17,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,50.5,72.7,34.8,13.4,2.12,47.9,84.3
AQI2288,Toronto,Canada,2024-02-07,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,32.6,46.8,12.5,4.9,1.09,45.1,39.4
AQI1680,Sao Paulo,Brazil,2024-01-30,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,36.2,59.1,28.3,11.8,1.99,64.4,68.1
AQI2094,Paris,France,2024-02-13,11.3,34.0,21.1,93.6,47249.0,52.6,349.0,10.9,42.1,68.6,13.6,5.9,1.71,43.3,60.4
AQI1081,Mumbai,India,2024-01-31,12.56,63.8,21.6,97.3,3190.0,17.5,511.8,4.8,69.3,115.5,25.7,20.6,2.53,32.6,104.6
AQI2757,Kuala Lumpur,Malaysia,2024-01-07,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,40.9,63.1,26.8,17.1,1.87,32.3,71.5
AQI2341,Sydney,Australia,2024-02-10,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,16.7,26.5,19.1,2.7,0.65,45.6,30.1
AQI2529,Johannesburg,South Africa,2024-01-29,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,66.4,113.5,20.3,14.9,1.54,61.3,91.4
AQI1753,Bangkok,Thailand,2024-01-03,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,54.8,88.5,24.7,17.8,2.49,42.7,74.1
AQI2316,Sydney,Australia,2024-01-16,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,24.7,41.3,16.9,6.3,1.32,23.2,36.7
AQI2055,Paris,France,2024-01-05,11.3,34.0,21.1,93.6,47249.0,52.6,349.0,10.9,45.1,73.7,25.9,6.5,1.23,34.7,58.3
AQI1243,Lahore,Pakistan,2024-02-12,11.05,73.1,13.5,85.4,1687.0,22.3,511.7,11.1,85.6,127.2,31.3,16.9,2.88,55.1,120.4
AQI2538,Johannesburg,South Africa,2024-02-07,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,54.9,87.5,23.2,13.1,1.73,37.6,75.7
AQI1642,New York,USA,2024-02-11,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,40.7,68.4,11.1,7.9,1.65,31.8,65.8
AQI1697,Sao Paulo,Brazil,2024-02-16,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,56.8,100.7,27.4,11.6,2.21,57.6,76.5
AQI1210,Lahore,Pakistan,2024-01-10,11.05,73.1,13.5,85.4,1687.0,22.3,511.7,11.1,70.5,111.8,34.3,22.2,2.88,38.9,113.0
AQI2211,Rome,Italy,2024-01-11,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,42.8,77.8,18.6,10.8,1.33,44.2,65.8
AQI1771,Bangkok,Thailand,2024-01-21,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,48.1,67.9,28.0,13.4,2.65,29.3,69.3
AQI2751,Kuala Lumpur,Malaysia,2024-01-01,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,28.2,40.7,23.0,10.1,1.98,29.0,44.0
AQI1436,Cairo,Egypt,2024-02-05,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,69.7,117.9,41.7,15.8,2.13,43.8,102.6
AQI2064,Paris,France,2024-01-14,11.3,34.0,21.1,93.6,47249.0,52.6,349.0,10.9,51.6,74.7,21.3,4.1,1.34,28.8,66.9
AQI1975,Seoul,South Korea,2024-01-25,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,66.2,94.2,20.8,16.7,,29.8,84.6
AQI1552,Los Angeles,USA,2024-01-02,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,38.6,58.2,20.3,9.3,1.67,44.8,59.7
AQI2392,Singapore,Singapore,2024-02-11,5.42,54.4,23.4,100.0,72404.0,66.4,373.3,13.3,46.0,77.8,25.4,16.6,2.04,31.6,71.7
AQI2444,Hong Kong,China,2024-02-13,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,37.5,61.3,24.0,6.7,2.36,27.6,54.3
AQI2014,London,UK,2024-01-14,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,56.1,101.7,20.2,7.6,2.07,33.9,79.1
AQI2882,Warsaw,Poland,2024-02-01,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,35.6,47.6,27.9,7.2,1.82,33.8,50.4
AQI1467,Lagos,Nigeria,2024-01-17,14.99,59.0,26.1,84.5,3314.0,23.4,475.8,8.3,50.6,88.3,26.5,20.1,2.2,52.0,83.6
AQI2744,Tehran,Iran,2024-02-13,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,73.0,111.3,34.6,13.8,2.01,42.4,110.4
AQI2303,Sydney,Australia,2024-01-03,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,32.6,50.3,13.4,6.3,1.46,31.1,55.5
AQI1278,Dhaka,Bangladesh,2024-01-28,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,77.2,119.7,38.4,21.3,2.76,48.8,117.5
AQI2070,Paris,France,2024-01-20,11.3,34.0,21.1,93.6,47249.0,52.6,349.0,10.9,33.9,62.4,20.1,4.5,1.69,45.8,57.8
AQI2018,London,UK,2024-01-18,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,45.5,77.9,20.1,1.0,1.47,29.1,60.4
AQI2319,Sydney,Australia,2024-01-19,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,15.0,24.5,23.5,1.0,1.07,27.4,26.2
AQI1723,Moscow,Russia,2024-01-23,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,45.4,83.4,20.9,5.6,1.97,32.7,70.1
AQI2948,Stockholm,Sweden,2024-02-17,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,3.0,5.0,11.6,1.0,1.32,62.4,17.8
AQI1787,Bangkok,Thailand,2024-02-06,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,55.3,93.7,32.5,16.3,2.19,42.5,95.9
AQI2810,Ho Chi Minh City,Vietnam,2024-01-10,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,37.1,65.8,33.4,11.1,2.52,19.5,60.2
AQI2306,Sydney,Australia,2024-01-06,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,25.4,34.7,17.1,1.0,1.46,39.6,43.5
AQI2391,singapore,Singapore,2024-02-10,5.42,54.4,23.4,100.0,72404.0,66.4,373.3,13.3,54.2,90.9,28.5,8.7,2.08,40.8,75.9
AQI2610,Santiago,Chile,2024-01-10,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,52.7,87.9,18.0,7.4,1.82,31.6,67.5
AQI1907,Tokyo,Japan,2024-01-07,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,20.8,35.6,31.5,9.5,1.85,26.4,47.2
AQI1564,Los Angeles,USA,2024-01-14,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,33.9,54.2,19.9,10.2,1.98,17.4,54.9
AQI1389,Karachi,Pakistan,2024-02-08,15.59,72.9,19.0,88.0,1826.0,16.1,5567.721049035183,3.1,84.7,131.6,31.5,17.0,2.51,33.6,114.7
AQI1023,Delhi,India,2024-01-23,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,82.0,126.3,45.9,22.3,3.19,54.0,121.7
AQI2577,Buenos Aires,Argentina,2024-01-27,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,47.5,87.8,27.3,12.9,2.16,55.9,67.6
AQI1125,Beijing,China,2024-01-25,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,88.6,148.7,48.9,24.9,2.77,38.2,137.6
AQI2243,Rome,Italy,2024-02-12,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,28.8,58.3,21.6,8.1,1.11,41.4,47.7
